47,State St & Kinzie St,24,31,41.889187,-87.627754,In Service,1,IN_SERVICE,7,State St & Kinzie St,,Chicago,60654,5 E Kinzie St,,False,2019-02-01 09:09:32,K3_FULL,13050,True
287,Franklin St & Monroe St,15,27,41.880317,-87.635185,In Service,1,IN_SERVICE,12,Franklin St & Monroe St,,Chicago,60606,,,False,2019-02-01 09:11:32,K3_FULL,13057,True
459,Lakefront Trail & Bryn Mawr Ave,5,19,41.98403669612,-87.6523104689,In Service,1,IN_SERVICE,13,Lakefront Trail & Bryn Mawr Ave,,Chicago,60640,,,False,2019-02-01 09:09:48,K3_FULL,15576,True
635,Fairbanks St & Superior St (*),9,12,41.895748,-87.620104,In Service,1,IN_SERVICE,3,Fairbanks St & Superior St (*),,Chicago,60611,,,False,2019-02-01 09:11:40,K3_FULL,18003,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
62,McCormick Place,8,27,41.8513751729,-87.6188346489,In Service,1,IN_SERVICE,18,McCormick Place,,Chicago,60616,2253 S Dr Martin Luther King Jr Dr,,False,2019-02-01 09:11:43,K3_FULL,13106,True
85,Michigan Ave & Oak St,6,23,41.90096039,-87.62377664,In Service,1,IN_SERVICE,17,Michigan Ave & Oak St,,Chicago,60611,140 E Oak St,,False,2019-02-01 09:09:23,K3_FULL,13042,True
140,Dearborn Pkwy & Delaware Pl,15,19,41.898969,-87.629912,In Service,1,IN_SERVICE,4,Dearborn Pkwy & Delaware Pl,,Chicago ,60610,,,False,2019-02-01 09:11:36,K3_FULL,13173,True
196,Cityfront Plaza Dr & Pioneer Ct,17,31,41.890573,-87.622072,In Service,1,IN_SERVICE,14,Cityfront Plaza Dr & Pioneer Ct,,Chicago,60611,,,False,2019-02-01 09:12:09,K3_FULL,13427,True
459,Lakefront Trail & Bryn Mawr Ave,6,19,41.98403669612,-87.6523104689,In Service,1,IN_SERVICE,12,Lakefront Trail & Bryn Mawr Ave,,Chicago,60640,,,False,2019-02-01 09:09:48,K3_FULL,15576,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
53,Wells St & Huron St,18,27,41.894722,-87.634362,In Service,1,IN_SERVICE,9,Wells St & Huron St,,Chicago,60654,,,False,2019-02-01 09:10:06,K3_FULL,13064,True
420,Ellis Ave & 55th St,16,19,41.79430062054,-87.6014497734,In Service,1,IN_SERVICE,3,Ellis Ave & 55th St,,Chicago,60637,,,False,2019-02-01 09:12:37,K3_FULL,15475,True
459,Lakefront Trail & Bryn Mawr Ave,5,19,41.98403669612,-87.6523104689,In Service,1,IN_SERVICE,13,Lakefront Trail & Bryn Mawr Ave,,Chicago,60640,,,False,2019-02-01 09:09:48,K3_FULL,15576,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
459,Lakefront Trail & Bryn Mawr Ave,6,19,41.98403669612,-87.6523104689,In Service,1,IN_SERVICE,12,Lakefront Trail & Bryn Mawr Ave,,Chicago,60640,,,False,2019-02-01 09:09:48,K3_FULL,15576,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
36,Franklin St & Jackson Blvd,29,39,41.8777079559,-87.6353211408,In Service,1,IN_SERVICE,10,Franklin St & Jackson Blvd,,Chicago,60606,340 S. Franklin St,,False,2019-02-01 09:10:10,K3_FULL,13019,True
509,Troy St & North Ave,9,15,41.90976930169,-87.7052804871,In Service,1,IN_SERVICE,6,Troy St & North Ave,,Chicago,60651,,,False,2019-02-01 09:11:03,K3_FULL,15653,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
195,Columbus Dr & Randolph St,36,54,41.884728,-87.619521,In Service,1,IN_SERVICE,18,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:14:30,K3_FULL,13263,True
459,Lakefront Trail & Bryn Mawr Ave,5,19,41.98403669612,-87.6523104689,In Service,1,IN_SERVICE,13,Lakefront Trail & Bryn Mawr Ave,,Chicago,60640,,,False,2019-02-01 09:14:19,K3_FULL,15576,True
658,Leavitt St & Division St (*),3,16,41.902997,-87.683825,In Service,1,IN_SERVICE,13,Leavitt St & Division St (*),,Chicago,60622,,,False,2019-02-01 09:12:20,K3_FULL,18057,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
90,Millennium Park,14,47,41.8810317,-87.62408432,In Service,1,IN_SERVICE,33,Millennium Park,,Chicago,60601,33 S Michigan Ave,,False,2019-02-01 09:12:27,K3_FULL,13008,True
195,Columbus Dr & Randolph St,37,54,41.884728,-87.619521,In Service,1,IN_SERVICE,17,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:14:30,K3_FULL,13263,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
77,Clinton St & Madison St,15,31,41.882242,-87.641066,In Service,1,IN_SERVICE,16,Clinton St & Madison St,,Chicago,60661,5 N Clinton St,,False,2019-02-01 09:12:38,K3_FULL,13301,True
627,LaSalle Dr & Huron St (*),12,20,41.894877,-87.632326,In Service,1,IN_SERVICE,8,LaSalle Dr & Huron St(*),,Chicago,60654,,,False,2019-02-01 09:14:43,K3_FULL,18064,True
638,Clinton St & Jackson Blvd (*),7,32,41.878419,-87.640977,In Service,1,IN_SERVICE,25,Clinton St & Jackson Blvd (*),,Chicago,60661,,,False,2019-02-01 09:12:53,K3_FULL,18012,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
91,Clinton St & Washington Blvd,9,31,41.88338,-87.64117,In Service,1,IN_SERVICE,20,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:15:37,K3_FULL,13010,True
142,McClurg Ct & Erie St,24,31,41.894503,-87.617854,In Service,1,IN_SERVICE,7,McClurg Ct & Erie St,,Chicago ,60611,660 N McClurg Ct,,False,2019-02-01 09:15:45,K3_FULL,15531,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
91,Clinton St & Washington Blvd,10,31,41.88338,-87.64117,In Service,1,IN_SERVICE,19,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:15:37,K3_FULL,13010,True
110,Dearborn St & Erie St,1,27,41.893992,-87.629318,In Service,1,IN_SERVICE,26,Dearborn St & Erie St,"
",Chicago,60654,,,False,2019-02-01 09:14:22,K3_FULL,13045,True
287,Franklin St & Monroe St,14,27,41.880317,-87.635185,In Service,1,IN_SERVICE,13,Franklin St & Monroe St,,Chicago,60606,,,False,2019-02-01 09:16:14,K3_FULL,13057,True
349,Halsted St & Wrightwood Ave,14,15,41.929143,-87.649077,In Service,1,IN_SERVICE,1,Halsted St & Wrightwood Ave,,Chicago,60614,,,False,2019-02-01 09:15:47,K3_FULL,13210,True
359,Larrabee St & Division St,7,23,41.90348607004,-87.6433534936,In Service,1,IN_SERVICE,15,Larrabee St & Division St,,Chicago,60610,,,False,2019-02-01 09:17:27,K3_FULL,15524,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
77,Clinton St & Madison St,14,31,41.882242,-87.641066,In Service,1,IN_SERVICE,17,Clinton St & Madison St,,Chicago,60661,5 N Clinton St,,False,2019-02-01 09:17:14,K3_FULL,13301,True
110,Dearborn St & Erie St,0,27,41.893992,-87.629318,In Service,1,IN_SERVICE,27,Dearborn St & Erie St,"
",Chicago,60654,,,False,2019-02-01 09:14:22,K3_FULL,13045,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
38,Clark St & Lake St,20,27,41.88602082773,-87.6308760584,In Service,1,IN_SERVICE,7,Clark St & Lake St,,Chicago,60601,,,False,2019-02-01 09:18:00,K3_FULL,15547,True
91,Clinton St & Washington Blvd,11,31,41.88338,-87.64117,In Service,1,IN_SERVICE,18,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:15:37,K3_FULL,13010,True
110,Dearborn St & Erie St,1,27,41.893992,-87.629318,In Service,1,IN_SERVICE,26,Dearborn St & Erie St,"
",Chicago,60654,,,False,2019-02-01 09:14:22,K3_FULL,13045,True
181,LaSalle St & Illinois St,26,31,41.890762,-87.631697,In Service,1,IN_SERVICE,5,LaSalle St & Illinois St,,Chicago,60654,On Street,,False,2019-02-01 09:15:16,K3_FULL,13430,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
98,LaSalle St & Washington St,13,15,41.882664,-87.63253,In Service,1,IN_SERVICE,2,LaSalle St & Washington St,,Chicago,60602,,,False,2019-02-01 09:17:29,K3_FULL,13006,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
77,Clinton St & Madison St,15,31,41.882242,-87.641066,In Service,1,IN_SERVICE,16,Clinton St & Madison St,,Chicago,60661,5 N Clinton St,,False,2019-02-01 09:17:14,K3_FULL,13301,True
91,Clinton St & Washington Blvd,10,31,41.88338,-87.64117,In Service,1,IN_SERVICE,19,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:15:37,K3_FULL,13010,True
98,LaSalle St & Washington St,12,15,41.882664,-87.63253,In Service,1,IN_SERVICE,3,LaSalle St & Washington St,,Chicago,60602,,,False,2019-02-01 09:17:29,K3_FULL,13006,True
183,Damen Ave & Thomas St (Augusta Blvd),15,23,41.901315,-87.677409,In Service,1,IN_SERVICE,8,Damen Ave & Thomas St (Augusta Blvd),,Chicago,60622,,,False,2019-02-01 09:15:23,K3_FULL,13142,True
342,Wolcott Ave & Polk St,21,23,41.871262,-87.673688,In Service,1,IN_SERVICE,2,Wolcott Ave & Polk St,,Chicago,60612,,,False,2019-02-01 09:18:45,K3_FULL,13284,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
41,Federal St & Polk St,9,19,41.87207763285,-87.6295437729,In Service,1,IN_SERVICE,10,Federal St & Polk St,,Chicago,60605,,,False,2019-02-01 09:15:39,K3_FULL,15543,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
66,Clinton St & Lake St,19,23,41.885637,-87.641823,In Service,1,IN_SERVICE,3,Clinton St & Lake St,,Chicago,60661,,,False,2019-02-01 09:18:24,K3_FULL,13021,True
133,Kingsbury St & Kinzie St,13,31,41.88917683258,-87.6385057718,In Service,1,IN_SERVICE,17,Kingsbury St & Kinzie St,,Chicago,60654,,,False,2019-02-01 09:16:47,K3_FULL,15532,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
26,McClurg Ct & Illinois St,25,31,41.890359,-87.617532,In Service,1,IN_SERVICE,5,McClurg Ct & Illinois St,,Chicago,60611,,,False,2019-02-01 09:20:44,K3_FULL,13051,True
48,Larrabee St & Kingsbury St,8,43,41.897764,-87.642884,In Service,1,IN_SERVICE,35,Larrabee St & Kingsbury St,,Chicago,60610,840 N Larrabee St,,False,2019-02-01 09:18:00,K3_FULL,13012,True
52,Michigan Ave & Lake St,21,35,41.886024,-87.624117,In Service,1,IN_SERVICE,13,Michigan Ave & Lake St,,Chicago,60601,203 N Michigan Ave,,False,2019-02-01 09:16:47,K3_FULL,13043,True
294,Broadway & Berwyn Ave,13,15,41.978353,-87.659753,In Service,1,IN_SERVICE,2,Broadway & Berwyn Ave,,Chicago,60640,,,False,2019-02-01 09:17:46,K3_FULL,13109,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
17,Honore St & Division St,18,23,41.903119,-87.673935,In Service,1,IN_SERVICE,5,Honore St & Division St,,Chicago,60622, W. Divison St,,False,2019-02-01 09:19:13,K3_FULL,13246,True
36,Franklin St & Jackson Blvd,30,39,41.8777079559,-87.6353211408,In Service,1,IN_SERVICE,9,Franklin St & Jackson Blvd,,Chicago,60606,340 S. Franklin St,,False,2019-02-01 09:19:14,K3_FULL,13019,True
91,Clinton St & Washington Blvd,11,31,41.88338,-87.64117,In Service,1,IN_SERVICE,18,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:19:57,K3_FULL,13010,True
164,Franklin St & Lake St,18,27,41.885837,-87.6355,In Service,1,IN_SERVICE,9,Franklin St & Lake St,,Chicago,60606,,,False,2019-02-01 09:19:56,K3_FULL,13272,True
191,Canal St & Monroe St (*),14,28,41.880381,-87.639507,In Service,1,IN_SERVICE,14,Canal St & Monroe St (*),,Chicago,60661,,,False,2019-02-01 09:21:29,K3_FULL,13056,True
219,Damen Ave & Cortland St,15,19,41.915983,-87.677335,In Service,1,IN_SERVICE,4,Damen Ave & Cortland St,,Chicago,60622,,,False,2019-02-01 09:19:24,K3_FULL,13133,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
54,Ogden Ave & Chicago Ave,13,19,41.896362458,-87.6540612729,In Service,1,IN_SERVICE,6,Ogden Ave & Chicago Ave,,Chicago,60642,1040 W. Chicago Ave.,,False,2019-02-01 09:19:46,K3_FULL,13044,True
133,Kingsbury St & Kinzie St,14,31,41.88917683258,-87.6385057718,In Service,1,IN_SERVICE,16,Kingsbury St & Kinzie St,,Chicago,60654,,,False,2019-02-01 09:21:32,K3_FULL,15532,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
37,Dearborn St & Adams St,15,19,41.8793563587,-87.6297910363,In Service,1,IN_SERVICE,4,Dearborn St & Adams St,,Chicago,60603,59 W. Adams St ,,False,2019-02-01 09:18:09,K3_FULL,13020,True
164,Franklin St & Lake St,17,27,41.885837,-87.6355,In Service,1,IN_SERVICE,10,Franklin St & Lake St,,Chicago,60606,,,False,2019-02-01 09:19:56,K3_FULL,13272,True
414,Canal St & Taylor St,5,15,41.870257,-87.639474,In Service,1,IN_SERVICE,10,Canal St & Taylor St,990 S Canal St,Chicago,60607,,,False,2019-02-01 09:20:16,K3_FULL,15550,True
624,Dearborn St & Van Buren St (*),2,16,41.876268,-87.629155,In Service,1,IN_SERVICE,14,Dearborn St & Van Buren St (*),,Chicago,60605,417 S Dearborn St,,False,2019-02-01 09:21:49,K3_FULL,17013,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
47,State St & Kinzie St,25,31,41.889187,-87.627754,In Service,1,IN_SERVICE,6,State St & Kinzie St,,Chicago,60654,5 E Kinzie St,,False,2019-02-01 09:18:49,K3_FULL,13050,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
47,State St & Kinzie St,24,31,41.889187,-87.627754,In Service,1,IN_SERVICE,7,State St & Kinzie St,,Chicago,60654,5 E Kinzie St,,False,2019-02-01 09:23:24,K3_FULL,13050,True
98,LaSalle St & Washington St,13,15,41.882664,-87.63253,In Service,1,IN_SERVICE,2,LaSalle St & Washington St,,Chicago,60602,,,False,2019-02-01 09:21:59,K3_FULL,13006,True
344,Ravenswood Ave & Lawrence Ave,39,47,41.96909,-87.674237,In Service,1,IN_SERVICE,7,Ravenswood Ave & Lawrence Ave,,Chicago,60640,,,False,2019-02-01 09:20:31,K3_FULL,13026,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
40,LaSalle St & Adams St,5,15,41.87934437346,-87.6319852213,In Service,1,IN_SERVICE,10,LaSalle St & Adams St,,Chicago,60603,,,False,2019-02-01 09:22:54,K3_FULL,15537,True
44,State St & Randolph St,8,27,41.8847302006,-87.6277335692,In Service,1,IN_SERVICE,19,State St & Randolph St,,Chicago,60601,,,False,2019-02-01 09:21:14,K3_FULL,13002,True
48,Larrabee St & Kingsbury St,7,43,41.897764,-87.642884,In Service,1,IN_SERVICE,36,Larrabee St & Kingsbury St,,Chicago,60610,840 N Larrabee St,,False,2019-02-01 09:22:25,K3_FULL,13012,True
290,Kedzie Ave & Palmer Ct,14,15,41.921525,-87.707322,In Service,1,IN_SERVICE,1,Kedzie Ave & Palmer Ct,,Chicago,60647,,,False,2019-02-01 09:21:25,K3_FULL,13292,True
418,Ellis Ave & 53rd St,2,11,41.79933626261,-87.6009581145,In Service,1,IN_SERVICE,9,Ellis Ave & 53rd St,,Chicago,60615,,,False,2019-02-01 09:20:42,K3_FULL,15473,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
91,Clinton St & Washington Blvd,12,31,41.88338,-87.64117,In Service,1,IN_SERVICE,17,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:24:21,K3_FULL,13010,True
191,Canal St & Monroe St (*),15,28,41.880381,-87.639507,In Service,1,IN_SERVICE,13,Canal St & Monroe St (*),,Chicago,60661,,,False,2019-02-01 09:21:29,K3_FULL,13056,True
195,Columbus Dr & Randolph St,38,54,41.884728,-87.619521,In Service,1,IN_SERVICE,16,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:23:02,K3_FULL,13263,True
287,Franklin St & Monroe St,13,27,41.880317,-87.635185,In Service,1,IN_SERVICE,14,Franklin St & Monroe St,,Chicago,60606,,,False,2019-02-01 09:20:48,K3_FULL,13057,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
168,Michigan Ave & 14th St,17,19,41.864059,-87.623727,In Service,1,IN_SERVICE,2,Michigan Ave & 14th St,,Chicago ,60605,,,False,2019-02-01 09:22:02,K3_FULL,13310,True
174,Canal St & Madison St,8,35,41.882091,-87.639833,In Service,1,IN_SERVICE,27,Canal St & Madison St,,Chicago ,60606,,,False,2019-02-01 09:24:51,K3_FULL,13341,True
175,Wells St & Polk St,14,18,41.872596,-87.633502,In Service,1,IN_SERVICE,4,Wells St & Polk St,,Chicago ,60607,,,False,2019-02-01 09:26:06,K3_FULL,13344,True
330,Lincoln Ave & Addison St,16,19,41.946176,-87.673308,In Service,1,IN_SERVICE,3,Lincoln Ave & Addison St,,Chicago,60657,,,False,2019-02-01 09:21:59,K3_FULL,13077,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
53,Wells St & Huron St,17,27,41.894722,-87.634362,In Service,1,IN_SERVICE,10,Wells St & Huron St,,Chicago,60654,,,False,2019-02-01 09:23:41,K3_FULL,13064,True
133,Kingsbury St & Kinzie St,13,31,41.88917683258,-87.6385057718,In Service,1,IN_SERVICE,17,Kingsbury St & Kinzie St,,Chicago,60654,,,False,2019-02-01 09:26:12,K3_FULL,15532,True
192,Canal St & Adams St,23,47,41.879255,-87.639904,In Service,1,IN_SERVICE,24,Canal St & Adams St,,Chicago,60661,,,False,2019-02-01 09:24:20,K3_FULL,13011,True
295,Broadway & Argyle St,18,19,41.973815,-87.65966,In Service,1,IN_SERVICE,1,Broadway & Argyle St,,Chicago,60640,,,False,2019-02-01 09:25:39,K3_FULL,13108,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
60,Dayton St & North Ave,13,19,41.9105780349,-87.6494219288,In Service,1,IN_SERVICE,4,Dayton St & North Ave,,Chicago,60642,1575 N Dayton St,,False,2019-02-01 09:24:56,K3_FULL,13058,True
91,Clinton St & Washington Blvd,11,31,41.88338,-87.64117,In Service,1,IN_SERVICE,18,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-02-01 09:24:21,K3_FULL,13010,True
264,Stetson Ave & South Water St,15,19,41.886835,-87.62232,In Service,1,IN_SERVICE,3,Stetson Ave & South Water St,,Chicago,60601,,,False,2019-02-01 09:24:09,K3_FULL,13048,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
33,State St & Van Buren St,24,27,41.877181,-87.627844,In Service,1,IN_SERVICE,3,State St & Van Buren St,,Chicago,60604,360 S State St,,False,2019-02-01 09:23:09,K3_FULL,13003,True
117,Wilton Ave & Belmont Ave,15,27,41.94018,-87.65304,In Service,1,IN_SERVICE,12,Wilton Ave & Belmont Ave,,Chicago,60657,,,False,2019-02-01 09:24:52,K3_FULL,13069,True
192,Canal St & Adams St,24,47,41.879255,-87.639904,In Service,1,IN_SERVICE,23,Canal St & Adams St,,Chicago,60661,,,False,2019-02-01 09:24:20,K3_FULL,13011,True
304,Broadway & Waveland Ave,2,15,41.949074,-87.648636,In Service,1,IN_SERVICE,13,Broadway & Waveland Ave,,Chicago,60613,,,False,2019-02-01 09:26:29,K3_FULL,13325,True
420,Ellis Ave & 55th St,17,19,41.79430062054,-87.6014497734,In Service,1,IN_SERVICE,2,Ellis Ave & 55th St,,Chicago,60637,,,False,2019-02-01 09:26:22,K3_FULL,15475,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
38,Clark St & Lake St,19,27,41.88602082773,-87.6308760584,In Service,1,IN_SERVICE,8,Clark St & Lake St,,Chicago,60601,,,False,2019-02-01 09:27:08,K3_FULL,15547,True
134,Peoria St & Jackson Blvd,3,19,41.877749,-87.649633,In Service,1,IN_SERVICE,16,Peoria St & Jackson Blvd,,Chicago,60607,,,False,2019-02-01 09:27:10,K3_FULL,13158,True
161,Rush St & Superior St,16,23,41.89576474564,-87.6259080327,In Service,1,IN_SERVICE,7,Rush St & Superior St,,Chicago,60611,,,False,2019-02-01 09:24:49,K3_FULL,15530,True
638,Clinton St & Jackson Blvd (*),8,32,41.878419,-87.640977,In Service,1,IN_SERVICE,24,Clinton St & Jackson Blvd (*),,Chicago,60661,,,False,2019-02-01 09:26:08,K3_FULL,18012,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
43,Michigan Ave & Washington St,3,43,41.8838927658,-87.6246491409,In Service,1,IN_SERVICE,39,Michigan Ave & Washington St,,Chicago,60602,120 N Michigan,,False,2019-02-01 09:25:38,K3_FULL,13001,True
84,Milwaukee Ave & Grand Ave,13,19,41.891578,-87.648384,In Service,1,IN_SERVICE,6,Milwaukee Ave & Grand Ave,,Chicago,60654,500 N Milwaukee Ave.,,False,2019-02-01 09:27:06,K3_FULL,13033,True
86,Eckhart Park,16,19,41.89637337,-87.66098386,In Service,1,IN_SERVICE,3,Eckhart Park,,Chicago,60642,811 N Noble St,,False,2019-02-01 09:27:52,K3_FULL,13289,True
195,Columbus Dr & Randolph St,36,54,41.884728,-87.619521,In Service,1,IN_SERVICE,18,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:27:16,K3_FULL,13263,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
7,Field Blvd & South Water St,16,19,41.88634906269,-87.6175165471,In Service,1,IN_SERVICE,3,Field Blvd & South Water St,,Chicago,60601,,,False,2019-02-01 09:26:53,K3_FULL,15534,True
195,Columbus Dr & Randolph St,35,54,41.884728,-87.619521,In Service,1,IN_SERVICE,19,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:27:16,K3_FULL,13263,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
100,Orleans St & Merchandise Mart Plaza,22,35,41.888243,-87.63639,In Service,1,IN_SERVICE,13,Orleans St & Merchandise Mart Plaza,,Chicago,60654,333 N Orleans St,,False,2019-02-01 09:27:22,K3_FULL,13013,True
125,Rush St & Hubbard St,10,23,41.890173,-87.626185,In Service,1,IN_SERVICE,13,Rush St & Hubbard St,,Chicago,60611,,,False,2019-02-01 09:27:57,K3_FULL,15533,True
142,McClurg Ct & Erie St,23,31,41.894503,-87.617854,In Service,1,IN_SERVICE,8,McClurg Ct & Erie St,,Chicago ,60611,660 N McClurg Ct,,False,2019-02-01 09:29:32,K3_FULL,15531,True
195,Columbus Dr & Randolph St,34,54,41.884728,-87.619521,In Service,1,IN_SERVICE,20,Columbus Dr & Randolph St,,Chicago,60601,,,False,2019-02-01 09:27:16,K3_FULL,13263,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
37,Dearborn St & Adams St,14,19,41.8793563587,-87.6297910363,In Service,1,IN_SERVICE,5,Dearborn St & Adams St,,Chicago,60603,59 W. Adams St ,,False,2019-02-01 09:27:20,K3_FULL,13020,True
